codigoVuelo,asiento,clase,estado,cedula,precio
VF133,28C,TURISTA,LIBRE,,78.0
VF133,28D,TURISTA,LIBRE,,78.0
VF133,28E,TURISTA,LIBRE,,78.0
VF133,28F,TURISTA,LIBRE,,78.0
VF133,29A,TURISTA,LIBRE,,78.0
VF133,29B,TURISTA,LIBRE,,78.0
VF133,29C,TURISTA,LIBRE,,78.0
VF133,29D,TURISTA,LIBRE,,78.0
VF133,29E,TURISTA,LIBRE,,78.0
VF133,29F,TURISTA,LIBRE,,78.0
VF133,30A,TURISTA,LIBRE,,78.0
VF133,30B,TURISTA,LIBRE,,78.0
VF133,30C,TURISTA,LIBRE,,78.0
VF133,30D,TURISTA,LIBRE,,78.0
VF133,30E,TURISTA,LIBRE,,78.0
VF133,30F,TURISTA,LIBRE,,78.0
VF134,1A,PRIMERA,LIBRE,,128.0
VF134,1B,PRIMERA,LIBRE,,128.0
VF134,1C,PRIMERA,LIBRE,,128.0
VF134,1D,PRIMERA,LIBRE,,128.0
VF134,1E,PRIMERA,LIBRE,,128.0
VF134,1F,PRIMERA,LIBRE,,128.0
VF134,2A,PRIMERA,LIBRE,,128.0
VF134,2B,PRIMERA,LIBRE,,128.0
VF134,2C,PRIMERA,LIBRE,,128.0
VF134,2D,PRIMERA,LIBRE,,128.0
VF134,2E,PRIMERA,LIBRE,,128.0
VF134,2F,PRIMERA,LIBRE,,128.0
VF134,3A,PRIMERA,LIBRE,,128.0
VF134,3B,PRIMERA,LIBRE,,128.0
VF134,3C,PRIMERA,LIBRE,,128.0
VF134,3D,PRIMERA,LIBRE,,128.0
VF134,3E,PRIMERA,LIBRE,,128.0
VF134,3F,PRIMERA,LIBRE,,128.0
VF134,4A,TURISTA,LIBRE,,80.0
VF134,4B,TURISTA,LIBRE,,80.0
VF134,4C,TURISTA,LIBRE,,80.0
VF134,4D,TURISTA,LIBRE,,80.0
VF134,4E,TURISTA,LIBRE,,80.0
VF134,4F,TURISTA,LIBRE,,80.0
VF134,5A,TURISTA,LIBRE,,80.0
VF134,5B,TURISTA,LIBRE,,80.0
VF134,5C,TURISTA,LIBRE,,80.0
VF134,5D,TURISTA,LIBRE,,80.0
VF134,5E,TURISTA,LIBRE,,80.0
VF134,5F,TURISTA,LIBRE,,80.0
VF134,6A,TURISTA,LIBRE,,80.0
VF134,6B,TURISTA,LIBRE,,80.0
VF134,6C,TURISTA,LIBRE,,80.0
VF134,6D,TURISTA,LIBRE,,80.0
VF134,6E,TURISTA,LIBRE,,80.0
VF134,6F,TURISTA,LIBRE,,80.0
VF134,7A,TURISTA,LIBRE,,80.0
VF134,7B,TURISTA,LIBRE,,80.0
VF134,7C,TURISTA,LIBRE,,80.0
VF134,7D,TURISTA,LIBRE,,80.0
VF134,7E,TURISTA,LIBRE,,80.0
VF134,7F,TURISTA,LIBRE,,80.0
VF134,8A,TURISTA,LIBRE,,80.0
VF134,8B,TURISTA,LIBRE,,80.0
VF134,8C,TURISTA,LIBRE,,80.0
VF134,8D,TURISTA,LIBRE,,80.0
VF134,8E,TURISTA,LIBRE,,80.0
VF134,8F,TURISTA,LIBRE,,80.0
VF134,9A,TURISTA,LIBRE,,80.0
VF134,9B,TURISTA,LIBRE,,80.0
VF134,9C,TURISTA,LIBRE,,80.0
VF134,9D,TURISTA,LIBRE,,80.0
VF134,9E,TURISTA,LIBRE,,80.0
VF134,9F,TURISTA,LIBRE,,80.0
VF134,10A,TURISTA,LIBRE,,80.0
VF134,10B,TURISTA,LIBRE,,80.0
VF134,10C,TURISTA,LIBRE,,80.0
VF134,10D,TURISTA,LIBRE,,80.0
VF134,10E,TURISTA,LIBRE,,80.0
VF134,10F,TURISTA,LIBRE,,80.0
VF134,11A,TURISTA,LIBRE,,80.0
VF134,11B,TURISTA,LIBRE,,80.0
VF134,11C,TURISTA,LIBRE,,80.0
VF134,11D,TURISTA,LIBRE,,80.0
VF134,11E,TURISTA,LIBRE,,80.0
VF134,11F,TURISTA,LIBRE,,80.0
VF134,12A,TURISTA,LIBRE,,80.0
VF134,12B,TURISTA,LIBRE,,80.0
VF134,12C,TURISTA,LIBRE,,80.0
VF134,12D,TURISTA,LIBRE,,80.0
VF134,12E,TURISTA,LIBRE,,80.0
VF134,12F,TURISTA,LIBRE,,80.0
VF134,13A,TURISTA,LIBRE,,80.0
VF134,13B,TURISTA,LIBRE,,80.0
VF134,13C,TURISTA,LIBRE,,80.0
VF134,13D,TURISTA,LIBRE,,80.0
VF134,13E,TURISTA,LIBRE,,80.0
VF134,13F,TURISTA,LIBRE,,80.0
VF134,14A,TURISTA,LIBRE,,80.0
VF134,14B,TURISTA,LIBRE,,80.0
VF134,14C,TURISTA,LIBRE,,80.0
VF134,14D,TURISTA,LIBRE,,80.0
VF134,14E,TURISTA,LIBRE,,80.0
VF134,14F,TURISTA,LIBRE,,80.0
VF134,15A,TURISTA,LIBRE,,80.0
VF134,15B,TURISTA,LIBRE,,80.0
VF134,15C,TURISTA,LIBRE,,80.0
VF134,15D,TURISTA,LIBRE,,80.0
VF134,15E,TURISTA,LIBRE,,80.0
VF134,15F,TURISTA,LIBRE,,80.0
VF134,16A,TURISTA,LIBRE,,80.0
VF134,16B,TURISTA,LIBRE,,80.0
VF134,16C,TURISTA,LIBRE,,80.0
VF134,16D,TURISTA,LIBRE,,80.0
VF134,16E,TURISTA,LIBRE,,80.0
VF134,16F,TURISTA,LIBRE,,80.0
VF134,17A,TURISTA,LIBRE,,80.0
VF134,17B,TURISTA,LIBRE,,80.0
VF134,17C,TURISTA,LIBRE,,80.0
VF134,17D,TURISTA,LIBRE,,80.0
VF134,17E,TURISTA,LIBRE,,80.0
VF134,17F,TURISTA,LIBRE,,80.0
VF134,18A,TURISTA,LIBRE,,80.0
VF134,18B,TURISTA,LIBRE,,80.0
VF134,18C,TURISTA,LIBRE,,80.0
VF134,18D,TURISTA,LIBRE,,80.0
VF134,18E,TURISTA,LIBRE,,80.0
VF134,18F,TURISTA,LIBRE,,80.0
VF134,19A,TURISTA,LIBRE,,80.0
VF134,19B,TURISTA,LIBRE,,80.0
VF134,19C,TURISTA,LIBRE,,80.0
VF134,19D,TURISTA,LIBRE,,80.0
VF134,19E,TURISTA,LIBRE,,80.0
VF134,19F,TURISTA,LIBRE,,80.0
VF134,20A,TURISTA,LIBRE,,80.0
VF134,20B,TURISTA,LIBRE,,80.0
VF134,20C,TURISTA,LIBRE,,80.0
VF134,20D,TURISTA,LIBRE,,80.0
VF134,20E,TURISTA,LIBRE,,80.0
VF134,20F,TURISTA,LIBRE,,80.0
VF134,21A,TURISTA,LIBRE,,80.0
VF134,21B,TURISTA,LIBRE,,80.0
VF134,21C,TURISTA,LIBRE,,80.0
VF134,21D,TURISTA,LIBRE,,80.0
VF134,21E,TURISTA,LIBRE,,80.0
VF134,21F,TURISTA,LIBRE,,80.0
VF134,22A,TURISTA,LIBRE,,80.0
VF134,22B,TURISTA,LIBRE,,80.0
VF134,22C,TURISTA,LIBRE,,80.0
VF134,22D,TURISTA,LIBRE,,80.0
VF134,22E,TURISTA,LIBRE,,80.0
VF134,22F,TURISTA,LIBRE,,80.0
VF134,23A,TURISTA,LIBRE,,80.0
VF134,23B,TURISTA,LIBRE,,80.0
VF134,23C,TURISTA,LIBRE,,80.0
VF134,23D,TURISTA,LIBRE,,80.0
VF134,23E,TURISTA,LIBRE,,80.0
VF134,23F,TURISTA,LIBRE,,80.0
VF134,24A,TURISTA,LIBRE,,80.0
VF134,24B,TURISTA,LIBRE,,80.0
VF134,24C,TURISTA,LIBRE,,80.0
VF134,24D,TURISTA,LIBRE,,80.0
VF134,24E,TURISTA,LIBRE,,80.0
VF134,24F,TURISTA,LIBRE,,80.0
VF134,25A,TURISTA,LIBRE,,80.0
VF134,25B,TURISTA,LIBRE,,80.0
VF134,25C,TURISTA,LIBRE,,80.0
VF134,25D,TURISTA,LIBRE,,80.0
VF134,25E,TURISTA,LIBRE,,80.0
VF134,25F,TURISTA,LIBRE,,80.0
VF134,26A,TURISTA,LIBRE,,80.0
VF134,26B,TURISTA,LIBRE,,80.0
VF134,26C,TURISTA,LIBRE,,80.0
VF134,26D,TURISTA,LIBRE,,80.0
VF134,26E,TURISTA,LIBRE,,80.0
VF134,26F,TURISTA,LIBRE,,80.0
VF134,27A,TURISTA,LIBRE,,80.0
VF134,27B,TURISTA,LIBRE,,80.0
VF134,27C,TURISTA,LIBRE,,80.0
VF134,27D,TURISTA,LIBRE,,80.0
VF134,27E,TURISTA,LIBRE,,80.0
VF134,27F,TURISTA,LIBRE,,80.0
VF134,28A,TURISTA,LIBRE,,80.0
VF134,28B,TURISTA,LIBRE,,80.0
VF134,28C,TURISTA,LIBRE,,80.0
VF134,28D,TURISTA,LIBRE,,80.0
VF134,28E,TURISTA,LIBRE,,80.0
VF134,28F,TURISTA,LIBRE,,80.0
VF134,29A,TURISTA,LIBRE,,80.0
VF134,29B,TURISTA,LIBRE,,80.0
VF134,29C,TURISTA,LIBRE,,80.0
VF134,29D,TURISTA,LIBRE,,80.0
VF134,29E,TURISTA,LIBRE,,80.0
VF134,29F,TURISTA,LIBRE,,80.0
VF134,30A,TURISTA,LIBRE,,80.0
VF134,30B,TURISTA,LIBRE,,80.0
VF134,30C,TURISTA,LIBRE,,80.0
VF134,30D,TURISTA,LIBRE,,80.0
VF134,30E,TURISTA,LIBRE,,80.0
VF134,30F,TURISTA,LIBRE,,80.0
VF135,1A,PRIMERA,LIBRE,,152.0
VF135,1B,PRIMERA,LIBRE,,152.0
VF135,1C,PRIMERA,LIBRE,,152.0
VF135,1D,PRIMERA,LIBRE,,152.0
VF135,1E,PRIMERA,LIBRE,,152.0
VF135,1F,PRIMERA,LIBRE,,152.0
VF135,2A,PRIMERA,LIBRE,,152.0
VF135,2B,PRIMERA,LIBRE,,152.0
VF135,2C,PRIMERA,LIBRE,,152.0
VF135,2D,PRIMERA,LIBRE,,152.0
VF135,2E,PRIMERA,LIBRE,,152.0
VF135,2F,PRIMERA,LIBRE,,152.0
VF135,3A,TURISTA,LIBRE,,95.0
VF135,3B,TURISTA,LIBRE,,95.0
VF135,3C,TURISTA,LIBRE,,95.0
VF135,3D,TURISTA,LIBRE,,95.0
VF135,3E,TURISTA,LIBRE,,95.0
VF135,3F,TURISTA,LIBRE,,95.0
VF135,4A,TURISTA,LIBRE,,95.0
VF135,4B,TURISTA,LIBRE,,95.0
VF135,4C,TURISTA,LIBRE,,95.0
VF135,4D,TURISTA,LIBRE,,95.0
VF135,4E,TURISTA,LIBRE,,95.0
VF135,4F,TURISTA,LIBRE,,95.0
VF135,5A,TURISTA,LIBRE,,95.0
VF135,5B,TURISTA,LIBRE,,95.0
VF135,5C,TURISTA,LIBRE,,95.0
VF135,5D,TURISTA,LIBRE,,95.0
VF135,5E,TURISTA,LIBRE,,95.0
VF135,5F,TURISTA,LIBRE,,95.0
VF135,6A,TURISTA,LIBRE,,95.0
VF135,6B,TURISTA,LIBRE,,95.0
VF135,6C,TURISTA,LIBRE,,95.0
VF135,6D,TURISTA,LIBRE,,95.0
VF135,6E,TURISTA,LIBRE,,95.0
VF135,6F,TURISTA,LIBRE,,95.0
VF135,7A,TURISTA,LIBRE,,95.0
VF135,7B,TURISTA,LIBRE,,95.0
VF135,7C,TURISTA,LIBRE,,95.0
VF135,7D,TURISTA,LIBRE,,95.0
VF135,7E,TURISTA,LIBRE,,95.0
VF135,7F,TURISTA,LIBRE,,95.0
VF135,8A,TURISTA,LIBRE,,95.0
VF135,8B,TURISTA,LIBRE,,95.0
VF135,8C,TURISTA,LIBRE,,95.0
VF135,8D,TURISTA,LIBRE,,95.0
VF135,8E,TURISTA,LIBRE,,95.0
VF135,8F,TURISTA,LIBRE,,95.0
VF135,9A,TURISTA,LIBRE,,95.0
VF135,9B,TURISTA,LIBRE,,95.0
VF135,9C,TURISTA,LIBRE,,95.0
VF135,9D,TURISTA,LIBRE,,95.0
VF135,9E,TURISTA,LIBRE,,95.0
VF135,9F,TURISTA,LIBRE,,95.0
VF135,10A,TURISTA,LIBRE,,95.0
VF135,10B,TURISTA,LIBRE,,95.0
VF135,10C,TURISTA,LIBRE,,95.0
VF135,10D,TURISTA,LIBRE,,95.0
VF135,10E,TURISTA,LIBRE,,95.0
VF135,10F,TURISTA,LIBRE,,95.0
VF135,11A,TURISTA,LIBRE,,95.0
VF135,11B,TURISTA,LIBRE,,95.0
VF135,11C,TURISTA,LIBRE,,95.0
VF135,11D,TURISTA,LIBRE,,95.0
VF135,11E,TURISTA,LIBRE,,95.0
VF135,11F,TURISTA,LIBRE,,95.0
VF135,12A,TURISTA,LIBRE,,95.0
VF135,12B,TURISTA,LIBRE,,95.0
VF135,12C,TURISTA,LIBRE,,95.0
VF135,12D,TURISTA,LIBRE,,95.0
VF136,1A,PRIMERA,LIBRE,,150.4
VF136,1B,PRIMERA,LIBRE,,150.4
VF136,1C,PRIMERA,LIBRE,,150.4
VF136,1D,PRIMERA,LIBRE,,150.4
VF136,1E,PRIMERA,LIBRE,,150.4
VF136,1F,PRIMERA,LIBRE,,150.4
VF136,2A,PRIMERA,LIBRE,,150.4
VF136,2B,PRIMERA,LIBRE,,150.4
VF136,2C,PRIMERA,LIBRE,,150.4
VF136,2D,PRIMERA,LIBRE,,150.4
VF136,2E,PRIMERA,LIBRE,,150.4
VF136,2F,PRIMERA,LIBRE,,150.4
VF136,3A,TURISTA,LIBRE,,94.0
VF136,3B,TURISTA,LIBRE,,94.0
VF136,3C,TURISTA,LIBRE,,94.0
VF136,3D,TURISTA,LIBRE,,94.0
VF136,3E,TURISTA,LIBRE,,94.0
VF136,3F,TURISTA,LIBRE,,94.0
VF136,4A,TURISTA,LIBRE,,94.0
VF136,4B,TURISTA,LIBRE,,94.0
VF136,4C,TURISTA,LIBRE,,94.0
VF136,4D,TURISTA,LIBRE,,94.0
VF136,4E,TURISTA,LIBRE,,94.0
VF136,4F,TURISTA,LIBRE,,94.0
VF136,5A,TURISTA,LIBRE,,94.0
VF136,5B,TURISTA,LIBRE,,94.0
VF136,5C,TURISTA,LIBRE,,94.0
VF136,5D,TURISTA,LIBRE,,94.0
VF136,5E,TURISTA,LIBRE,,94.0
VF136,5F,TURISTA,LIBRE,,94.0
VF136,6A,TURISTA,LIBRE,,94.0
VF136,6B,TURISTA,LIBRE,,94.0
VF136,6C,TURISTA,LIBRE,,94.0
VF136,6D,TURISTA,LIBRE,,94.0
VF136,6E,TURISTA,LIBRE,,94.0
VF136,6F,TURISTA,LIBRE,,94.0
VF136,7A,TURISTA,LIBRE,,94.0
VF136,7B,TURISTA,LIBRE,,94.0
VF136,7C,TURISTA,LIBRE,,94.0
VF136,7D,TURISTA,LIBRE,,94.0
VF136,7E,TURISTA,LIBRE,,94.0
VF136,7F,TURISTA,LIBRE,,94.0
VF136,8A,TURISTA,LIBRE,,94.0
VF136,8B,TURISTA,LIBRE,,94.0
VF136,8C,TURISTA,LIBRE,,94.0
VF136,8D,TURISTA,LIBRE,,94.0
VF136,8E,TURISTA,LIBRE,,94.0
VF136,8F,TURISTA,LIBRE,,94.0
VF136,9A,TURISTA,LIBRE,,94.0
VF136,9B,TURISTA,LIBRE,,94.0
VF136,9C,TURISTA,LIBRE,,94.0
VF136,9D,TURISTA,LIBRE,,94.0
VF136,9E,TURISTA,LIBRE,,94.0
VF136,9F,TURISTA,LIBRE,,94.0
VF136,10A,TURISTA,LIBRE,,94.0
VF136,10B,TURISTA,LIBRE,,94.0
VF136,10C,TURISTA,LIBRE,,94.0
VF136,10D,TURISTA,LIBRE,,94.0
VF136,10E,TURISTA,LIBRE,,94.0
VF136,10F,TURISTA,LIBRE,,94.0
VF136,11A,TURISTA,LIBRE,,94.0
VF136,11B,TURISTA,LIBRE,,94.0
VF136,11C,TURISTA,LIBRE,,94.0
VF136,11D,TURISTA,LIBRE,,94.0
VF136,11E,TURISTA,LIBRE,,94.0
VF136,11F,TURISTA,LIBRE,,94.0
VF136,12A,TURISTA,LIBRE,,94.0
VF136,12B,TURISTA,LIBRE,,94.0
VF136,12C,TURISTA,LIBRE,,94.0
VF136,12D,TURISTA,LIBRE,,94.0
VF137,1A,PRIMERA,LIBRE,,272.0
VF137,1B,PRIMERA,LIBRE,,272.0
VF137,1C,PRIMERA,LIBRE,,272.0
VF137,1D,PRIMERA,LIBRE,,272.0
VF137,1E,PRIMERA,LIBRE,,272.0
VF137,1F,PRIMERA,LIBRE,,272.0
VF137,2A,PRIMERA,LIBRE,,272.0
VF137,2B,PRIMERA,LIBRE,,272.0
VF137,2C,PRIMERA,LIBRE,,272.0
VF137,2D,PRIMERA,LIBRE,,272.0
VF137,2E,PRIMERA,LIBRE,,272.0
VF137,2F,PRIMERA,LIBRE,,272.0
VF137,3A,PRIMERA,LIBRE,,272.0
VF137,3B,PRIMERA,LIBRE,,272.0
VF137,3C,PRIMERA,LIBRE,,272.0
VF137,3D,PRIMERA,LIBRE,,272.0
VF137,3E,PRIMERA,LIBRE,,272.0
VF137,3F,PRIMERA,LIBRE,,272.0
VF137,4A,TURISTA,LIBRE,,170.0
VF137,4B,TURISTA,LIBRE,,170.0
VF137,4C,TURISTA,LIBRE,,170.0
VF137,4D,TURISTA,LIBRE,,170.0
VF137,4E,TURISTA,LIBRE,,170.0
VF137,4F,TURISTA,LIBRE,,170.0
VF137,5A,TURISTA,LIBRE,,170.0
VF137,5B,TURISTA,LIBRE,,170.0
VF137,5C,TURISTA,LIBRE,,170.0
VF137,5D,TURISTA,LIBRE,,170.0
VF137,5E,TURISTA,LIBRE,,170.0
VF137,5F,TURISTA,LIBRE,,170.0
VF137,6A,TURISTA,LIBRE,,170.0
VF137,6B,TURISTA,LIBRE,,170.0
VF137,6C,TURISTA,LIBRE,,170.0
VF137,6D,TURISTA,LIBRE,,170.0
VF137,6E,TURISTA,LIBRE,,170.0
VF137,6F,TURISTA,LIBRE,,170.0
VF137,7A,TURISTA,LIBRE,,170.0
VF137,7B,TURISTA,LIBRE,,170.0
VF137,7C,TURISTA,LIBRE,,170.0
VF137,7D,TURISTA,LIBRE,,170.0
VF137,7E,TURISTA,LIBRE,,170.0
VF137,7F,TURISTA,LIBRE,,170.0
VF137,8A,TURISTA,LIBRE,,170.0
VF137,8B,TURISTA,LIBRE,,170.0
VF137,8C,TURISTA,LIBRE,,170.0
VF137,8D,TURISTA,LIBRE,,170.0
VF137,8E,TURISTA,LIBRE,,170.0
VF137,8F,TURISTA,LIBRE,,170.0
VF137,9A,TURISTA,LIBRE,,170.0
VF137,9B,TURISTA,LIBRE,,170.0
VF137,9C,TURISTA,LIBRE,,170.0
VF137,9D,TURISTA,LIBRE,,170.0
VF137,9E,TURISTA,LIBRE,,170.0
VF137,9F,TURISTA,LIBRE,,170.0
VF137,10A,TURISTA,LIBRE,,170.0
VF137,10B,TURISTA,LIBRE,,170.0
VF137,10C,TURISTA,LIBRE,,170.0
VF137,10D,TURISTA,LIBRE,,170.0
VF137,10E,TURISTA,LIBRE,,170.0
VF137,10F,TURISTA,LIBRE,,170.0
VF137,11A,TURISTA,LIBRE,,170.0
VF137,11B,TURISTA,LIBRE,,170.0
VF137,11C,TURISTA,LIBRE,,170.0
VF137,11D,TURISTA,LIBRE,,170.0
VF137,11E,TURISTA,LIBRE,,170.0
VF137,11F,TURISTA,LIBRE,,170.0
VF137,12A,TURISTA,LIBRE,,170.0
VF137,12B,TURISTA,LIBRE,,170.0
VF137,12C,TURISTA,LIBRE,,170.0
VF137,12D,TURISTA,LIBRE,,170.0
VF137,12E,TURISTA,LIBRE,,170.0
VF137,12F,TURISTA,LIBRE,,170.0
VF137,13A,TURISTA,LIBRE,,170.0
VF137,13B,TURISTA,LIBRE,,170.0
VF137,13C,TURISTA,LIBRE,,170.0
VF137,13D,TURISTA,LIBRE,,170.0
VF137,13E,TURISTA,LIBRE,,170.0
VF137,13F,TURISTA,LIBRE,,170.0
VF137,14A,TURISTA,LIBRE,,170.0
VF137,14B,TURISTA,LIBRE,,170.0
VF137,14C,TURISTA,LIBRE,,170.0
VF137,14D,TURISTA,LIBRE,,170.0
VF137,14E,TURISTA,LIBRE,,170.0
VF137,14F,TURISTA,LIBRE,,170.0
VF137,15A,TURISTA,LIBRE,,170.0
VF137,15B,TURISTA,LIBRE,,170.0
VF137,15C,TURISTA,LIBRE,,170.0
VF137,15D,TURISTA,LIBRE,,170.0
VF137,15E,TURISTA,LIBRE,,170.0
VF137,15F,TURISTA,LIBRE,,170.0
VF137,16A,TURISTA,LIBRE,,170.0
VF137,16B,TURISTA,LIBRE,,170.0
VF137,16C,TURISTA,LIBRE,,170.0
VF137,16D,TURISTA,LIBRE,,170.0
VF137,16E,TURISTA,LIBRE,,170.0
VF137,16F,TURISTA,LIBRE,,170.0
VF137,17A,TURISTA,LIBRE,,170.0
VF137,17B,TURISTA,LIBRE,,170.0
VF137,17C,TURISTA,LIBRE,,170.0
VF137,17D,TURISTA,LIBRE,,170.0
VF137,17E,TURISTA,LIBRE,,170.0
VF137,17F,TURISTA,LIBRE,,170.0
VF137,18A,TURISTA,LIBRE,,170.0
VF137,18B,TURISTA,LIBRE,,170.0
VF137,18C,TURISTA,LIBRE,,170.0
VF137,18D,TURISTA,LIBRE,,170.0
VF137,18E,TURISTA,LIBRE,,170.0
VF137,18F,TURISTA,LIBRE,,170.0
VF137,19A,TURISTA,LIBRE,,170.0
VF137,19B,TURISTA,LIBRE,,170.0
VF137,19C,TURISTA,LIBRE,,170.0
VF137,19D,TURISTA,LIBRE,,170.0
VF137,19E,TURISTA,LIBRE,,170.0
VF137,19F,TURISTA,LIBRE,,170.0
VF137,20A,TURISTA,LIBRE,,170.0
VF137,20B,TURISTA,LIBRE,,170.0
VF137,20C,TURISTA,LIBRE,,170.0
VF137,20D,TURISTA,LIBRE,,170.0
VF137,20E,TURISTA,LIBRE,,170.0
VF137,20F,TURISTA,LIBRE,,170.0
VF137,21A,TURISTA,LIBRE,,170.0
VF137,21B,TURISTA,LIBRE,,170.0
VF137,21C,TURISTA,LIBRE,,170.0
VF137,21D,TURISTA,LIBRE,,170.0
VF137,21E,TURISTA,LIBRE,,170.0
VF137,21F,TURISTA,LIBRE,,170.0
VF137,22A,TURISTA,LIBRE,,170.0
VF137,22B,TURISTA,LIBRE,,170.0
VF137,22C,TURISTA,LIBRE,,170.0
VF137,22D,TURISTA,LIBRE,,170.0
VF137,22E,TURISTA,LIBRE,,170.0
VF137,22F,TURISTA,LIBRE,,170.0
VF137,23A,TURISTA,LIBRE,,170.0
VF137,23B,TURISTA,LIBRE,,170.0
VF137,23C,TURISTA,LIBRE,,170.0
VF137,23D,TURISTA,LIBRE,,170.0
VF137,23E,TURISTA,LIBRE,,170.0
VF137,23F,TURISTA,LIBRE,,170.0
VF137,24A,TURISTA,LIBRE,,170.0
VF137,24B,TURISTA,LIBRE,,170.0
VF137,24C,TURISTA,LIBRE,,170.0
VF137,24D,TURISTA,LIBRE,,170.0
VF137,24E,TURISTA,LIBRE,,170.0
VF137,24F,TURISTA,LIBRE,,170.0
VF137,25A,TURISTA,LIBRE,,170.0
VF137,25B,TURISTA,LIBRE,,170.0
VF137,25C,TURISTA,LIBRE,,170.0
VF137,25D,TURISTA,LIBRE,,170.0
VF137,25E,TURISTA,LIBRE,,170.0
VF137,25F,TURISTA,LIBRE,,170.0
VF137,26A,TURISTA,LIBRE,,170.0
VF137,26B,TURISTA,LIBRE,,170.0
VF137,26C,TURISTA,LIBRE,,170.0
VF137,26D,TURISTA,LIBRE,,170.0
VF137,26E,TURISTA,LIBRE,,170.0
VF137,26F,TURISTA,LIBRE,,170.0
VF137,27A,TURISTA,LIBRE,,170.0
VF137,27B,TURISTA,LIBRE,,170.0
VF137,27C,TURISTA,LIBRE,,170.0
VF137,27D,TURISTA,LIBRE,,170.0
VF137,27E,TURISTA,LIBRE,,170.0
VF137,27F,TURISTA,LIBRE,,170.0
VF137,28A,TURISTA,LIBRE,,170.0
VF137,28B,TURISTA,LIBRE,,170.0
VF137,28C,TURISTA,LIBRE,,170.0
VF137,28D,TURISTA,LIBRE,,170.0
VF137,28E,TURISTA,LIBRE,,170.0
VF137,28F,TURISTA,LIBRE,,170.0
VF137,29A,TURISTA,LIBRE,,170.0
VF137,29B,TURISTA,LIBRE,,170.0
VF137,29C,TURISTA,LIBRE,,170.0
VF137,29D,TURISTA,LIBRE,,170.0
VF137,29E,TURISTA,LIBRE,,170.0
VF137,29F,TURISTA,LIBRE,,170.0
VF137,30A,TURISTA,LIBRE,,170.0
VF137,30B,TURISTA,LIBRE,,170.0
VF137,30C,TURISTA,LIBRE,,170.0
VF137,30D,TURISTA,LIBRE,,170.0
VF137,30E,TURISTA,LIBRE,,170.0
VF137,30F,TURISTA,LIBRE,,170.0
VF138,1A,PRIMERA,LIBRE,,275.2
VF138,1B,PRIMERA,LIBRE,,275.2
VF138,1C,PRIMERA,LIBRE,,275.2
VF138,1D,PRIMERA,LIBRE,,275.2
VF138,1E,PRIMERA,LIBRE,,275.2
VF138,1F,PRIMERA,LIBRE,,275.2
VF138,2A,PRIMERA,LIBRE,,275.2
VF138,2B,PRIMERA,LIBRE,,275.2
VF138,2C,PRIMERA,LIBRE,,275.2
VF138,2D,PRIMERA,LIBRE,,275.2
VF138,2E,PRIMERA,LIBRE,,275.2
VF138,2F,PRIMERA,LIBRE,,275.2
VF138,3A,PRIMERA,LIBRE,,275.2
VF138,3B,PRIMERA,LIBRE,,275.2
VF138,3C,PRIMERA,LIBRE,,275.2
VF138,3D,PRIMERA,LIBRE,,275.2
VF138,3E,PRIMERA,LIBRE,,275.2
VF138,3F,PRIMERA,LIBRE,,275.2
VF138,4A,TURISTA,LIBRE,,172.0
VF138,4B,TURISTA,LIBRE,,172.0
VF138,4C,TURISTA,LIBRE,,172.0
VF138,4D,TURISTA,LIBRE,,172.0
VF138,4E,TURISTA,LIBRE,,172.0
VF138,4F,TURISTA,LIBRE,,172.0
VF138,5A,TURISTA,LIBRE,,172.0
VF138,5B,TURISTA,LIBRE,,172.0
VF138,5C,TURISTA,LIBRE,,172.0
VF138,5D,TURISTA,LIBRE,,172.0
VF138,5E,TURISTA,LIBRE,,172.0
VF138,5F,TURISTA,LIBRE,,172.0
VF138,6A,TURISTA,LIBRE,,172.0
VF138,6B,TURISTA,LIBRE,,172.0
VF138,6C,TURISTA,LIBRE,,172.0
VF138,6D,TURISTA,LIBRE,,172.0
VF138,6E,TURISTA,LIBRE,,172.0
VF138,6F,TURISTA,LIBRE,,172.0
VF138,7A,TURISTA,LIBRE,,172.0
VF138,7B,TURISTA,LIBRE,,172.0
VF138,7C,TURISTA,LIBRE,,172.0
VF138,7D,TURISTA,LIBRE,,172.0
VF138,7E,TURISTA,LIBRE,,172.0
VF138,7F,TURISTA,LIBRE,,172.0
VF138,8A,TURISTA,LIBRE,,172.0
VF138,8B,TURISTA,LIBRE,,172.0
VF138,8C,TURISTA,LIBRE,,172.0
VF138,8D,TURISTA,LIBRE,,172.0
VF138,8E,TURISTA,LIBRE,,172.0
VF138,8F,TURISTA,LIBRE,,172.0
VF138,9A,TURISTA,LIBRE,,172.0
VF138,9B,TURISTA,LIBRE,,172.0
VF138,9C,TURISTA,LIBRE,,172.0
VF138,9D,TURISTA,LIBRE,,172.0
VF138,9E,TURISTA,LIBRE,,172.0
VF138,9F,TURISTA,LIBRE,,172.0
VF138,10A,TURISTA,LIBRE,,172.0
VF138,10B,TURISTA,LIBRE,,172.0
VF138,10C,TURISTA,LIBRE,,172.0
VF138,10D,TURISTA,LIBRE,,172.0
VF138,10E,TURISTA,LIBRE,,172.0
VF138,10F,TURISTA,LIBRE,,172.0
VF138,11A,TURISTA,LIBRE,,172.0
VF138,11B,TURISTA,LIBRE,,172.0
VF138,11C,TURISTA,LIBRE,,172.0
